"Requirement.1","Change.1","Heavy.atom.No.1","Reaction.1","Mass.Difference.1","Description.1","Reaction1_No.","Requirement.2","Change.2","Heavy.atom.No.2","Reaction.2","Mass.Difference.2","Description.2","Reaction2_No.","mass change","formula change"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,-70.041865,"C-4H-6O-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,-86.03678,"C-4H-6O-2"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,-147.992548,"C-4H-5O-4P-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,-83.037114,"C-4H-5N-1O-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,-85.052764,"C-4H-7N-1O-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,-84.02113,"C-4H-4O-2"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,-147.983032,"C-4H-4O-4S-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,-116.01096,"C-4H-4O-4"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,-227.958876,"C-4H-6O-7P-2"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-307.925207,"C-4H-7O-10P-3"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,-86.016793,"C-4H-3O-1F-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,-101.987243,"C-4H-3O-1Cl-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,-145.936727,"C-4H-3O-1Br-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,-193.922863,"C-4H-3O-1I-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,-98.000394,"C-4H-2O-3"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,-136.0136,"C-5H-3O-1F-3"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,-153.115364,"C-9H-15N-1O-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,-150.06808,"C-9H-10O-2"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,-113.011293,"C-4H-3N-1O-3"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,-159.08099,"C-11H-10O-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,-144.057515,"C-10H-8O-1"
"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,-126.031694,"C-6H-6O-3"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,-200.032088,"C-8H-8O-6"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,-170.057909,"C-8H-10O-4"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,-233.054889,"C-9H-7N-5O-3"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,-208.048407,"C-9H-8N-2O-4"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,-214.047738,"C-9H-10O-6"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,-261.03071,"C-9H-11N-1O-6S-1"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,-232.058304,"C-9H-12O-7"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,-262.068869,"C-10H-14O-8"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-342.035202,"C-10H-15O-11P-1"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C6H8O6","C-6H-8O-6",12,"(-C6H8O6)",-176.03209,"loss of glucuronic acid",90,-276.048134,"C-10H-12O-9"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C7H13NO2","C-7H-13N-1O-2",10,"(-C7H13NO2)",-143.094629,"loss of Carnitine",91,-243.110673,"C-11H-17N-1O-5"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C9H10N2O5","C-9H-10N-2O-5",16,"(-C9H10N2O5)",-226.058973,"loss of Uridine",92,-326.075017,"C-13H-14N-2O-8"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C9H11N3O4","C-9H-11N-3O-4",16,"(-C9H11N3O4)",-225.074957,"loss of Cytidine",93,-325.091001,"C-13H-15N-3O-7"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"CH2","C-1H-2",1,"(-CH2)",-14.01565,"demethylation",94,-114.031694,"C-5H-6O-3"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"CO","C-1O-1",2,"(-CO)",-27.994915,"loss of CO",95,-128.010959,"C-5H-4O-4"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"CO2","C-1O-2",3,"(-CO2)",-43.98983,"loss of CO2",96,-144.005874,"C-5H-4O-5"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,-102.031694,"C-4H-6O-3"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,-118.026609,"C-4H-6O-4"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,-179.982377,"C-4H-5O-6P-1"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,-115.026943,"C-4H-5N-1O-3"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,-117.042593,"C-4H-7N-1O-3"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,-116.010959,"C-4H-4O-4"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,-179.972861,"C-4H-4O-6S-1"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,-148.000789,"C-4H-4O-6"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,-259.948705,"C-4H-6O-9P-2"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-339.915036,"C-4H-7O-12P-3"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,-118.006622,"C-4H-3O-3F-1"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,-133.977072,"C-4H-3O-3Cl-1"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,-177.926556,"C-4H-3O-3Br-1"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,-225.912692,"C-4H-3O-3I-1"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,-129.990223,"C-4H-2O-5"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,-168.003429,"C-5H-3O-3F-3"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,-185.105193,"C-9H-15N-1O-3"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,-182.057909,"C-9H-10O-4"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,-145.001122,"C-4H-3N-1O-5"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,-191.070819,"C-11H-10O-3"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,-176.047344,"C-10H-8O-3"
"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,-158.021523,"C-6H-6O-5"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,-140.08373,"C-8H-12O-2"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,-203.08071,"C-9H-9N-5O-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,-178.074228,"C-9H-10N-2O-2"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,-184.073559,"C-9H-12O-4"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,-231.056531,"C-9H-13N-1O-4S-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,-202.084125,"C-9H-14O-5"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,-232.09469,"C-10H-16O-6"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-312.061023,"C-10H-17O-9P-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C6H8O6","C-6H-8O-6",12,"(-C6H8O6)",-176.03209,"loss of glucuronic acid",90,-246.073955,"C-10H-14O-7"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C7H13NO2","C-7H-13N-1O-2",10,"(-C7H13NO2)",-143.094629,"loss of Carnitine",91,-213.136494,"C-11H-19N-1O-3"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C9H10N2O5","C-9H-10N-2O-5",16,"(-C9H10N2O5)",-226.058973,"loss of Uridine",92,-296.100838,"C-13H-16N-2O-6"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C9H11N3O4","C-9H-11N-3O-4",16,"(-C9H11N3O4)",-225.074957,"loss of Cytidine",93,-295.116822,"C-13H-17N-3O-5"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"CH2","C-1H-2",1,"(-CH2)",-14.01565,"demethylation",94,-84.057515,"C-5H-8O-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"CO","C-1O-1",2,"(-CO)",-27.994915,"loss of CO",95,-98.03678,"C-5H-6O-2"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"CO2","C-1O-2",3,"(-CO2)",-43.98983,"loss of CO2",96,-114.031695,"C-5H-6O-3"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,-72.057515,"C-4H-8O-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,-88.05243,"C-4H-8O-2"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,-150.008198,"C-4H-7O-4P-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,-85.052764,"C-4H-7N-1O-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,-87.068414,"C-4H-9N-1O-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,-86.03678,"C-4H-6O-2"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,-149.998682,"C-4H-6O-4S-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,-118.02661,"C-4H-6O-4"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,-229.974526,"C-4H-8O-7P-2"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-309.940857,"C-4H-9O-10P-3"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,-88.032443,"C-4H-5O-1F-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,-104.002893,"C-4H-5O-1Cl-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,-147.952377,"C-4H-5O-1Br-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,-195.938513,"C-4H-5O-1I-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,-100.016044,"C-4H-4O-3"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,-138.02925,"C-5H-5O-1F-3"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,-155.131014,"C-9H-17N-1O-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,-152.08373,"C-9H-12O-2"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,-115.026943,"C-4H-5N-1O-3"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,-161.09664,"C-11H-12O-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,-146.073165,"C-10H-10O-1"
"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,-128.047344,"C-6H-8O-3"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,-266.07769,"C-10H-6N-10"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,-241.071208,"C-10H-7N-7O-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,-247.070539,"C-10H-9N-5O-3"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,-294.053511,"C-10H-10N-6O-3S-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,-265.081105,"C-10H-11N-5O-4"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,-295.09167,"C-11H-13N-5O-5"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-375.058003,"C-11H-14N-5O-8P-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C6H8O6","C-6H-8O-6",12,"(-C6H8O6)",-176.03209,"loss of glucuronic acid",90,-309.070935,"C-11H-11N-5O-6"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C7H13NO2","C-7H-13N-1O-2",10,"(-C7H13NO2)",-143.094629,"loss of Carnitine",91,-276.133474,"C-12H-16N-6O-2"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C9H10N2O5","C-9H-10N-2O-5",16,"(-C9H10N2O5)",-226.058973,"loss of Uridine",92,-359.097818,"C-14H-13N-7O-5"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"C9H11N3O4","C-9H-11N-3O-4",16,"(-C9H11N3O4)",-225.074957,"loss of Cytidine",93,-358.113802,"C-14H-14N-8O-4"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"CH2","C-1H-2",1,"(-CH2)",-14.01565,"demethylation",94,-147.054495,"C-6H-5N-5"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"CO","C-1O-1",2,"(-CO)",-27.994915,"loss of CO",95,-161.03376,"C-6H-3N-5O-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"CO2","C-1O-2",3,"(-CO2)",-43.98983,"loss of CO2",96,-177.028675,"C-6H-3N-5O-2"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,-135.054495,"C-5H-5N-5"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,-151.04941,"C-5H-5N-5O-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,-213.005178,"C-5H-4N-5O-3P-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,-148.049744,"C-5H-4N-6"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,-150.065394,"C-5H-6N-6"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,-149.03376,"C-5H-3N-5O-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,-212.995662,"C-5H-3N-5O-3S-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,-181.02359,"C-5H-3N-5O-3"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,-292.971506,"C-5H-5N-5O-6P-2"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-372.937837,"C-5H-6N-5O-9P-3"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,-151.029423,"C-5H-2N-5F-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,-166.999873,"C-5H-2N-5Cl-1"
"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,-210.949357,"C-5H-2N-5Br-1"
